iter	Logloss
702	0.6237698987
703	0.6237004544
704	0.6236692868
705	0.623639463
706	0.6236287125
707	0.6235934268
708	0.6234800704
709	0.623432257
710	0.6233981417
711	0.6233380173
712	0.6232840484
713	0.6232309464
714	0.6231951405
715	0.6231849536
716	0.6230982999
717	0.6230166746
718	0.6229520853
719	0.6228833779
720	0.6228347408
721	0.6227570603
722	0.6227300975
723	0.6226832377
724	0.6225751698
725	0.6225346389
726	0.6224542274
727	0.6224009087
728	0.6223549593
729	0.6222941846
730	0.6222182814
731	0.6221537354
732	0.6220694225
733	0.6220359574
734	0.6219884474
735	0.6219097699
736	0.6218210354
737	0.6217782504
738	0.621721984
739	0.6216797192
740	0.6215895543
741	0.6215355853
742	0.6215114402
743	0.6214543502
744	0.6214015517
745	0.6213262119
746	0.6212834269
747	0.6211911379
748	0.6211296263
749	0.6210805558
750	0.6209808975
751	0.6209195593
752	0.6208669776
753	0.6208305648
754	0.6208037321
755	0.6207717408
756	0.6207157345
757	0.6206928899
758	0.6206823995
759	0.6206321152
760	0.6205804871
761	0.6205396962
762	0.6204899754
763	0.6204177134
764	0.6203926146
765	0.6203222166
766	0.6202733628
767	0.6202212578
768	0.620169543
769	0.6200936398
770	0.6200398009
771	0.6200124046
772	0.6199527137
773	0.6198840496
774	0.619831858
775	0.6197565182
776	0.6197160741
777	0.6196496641
778	0.6196397806
779	0.619607486
780	0.6195565081
781	0.6194985945
782	0.6194884943
783	0.6193939511
784	0.6193832874
785	0.619359489
786	0.6192645124
787	0.6192176093
788	0.619152153
789	0.6190540119
790	0.6189876453
791	0.6189463775
792	0.6189370576
793	0.6189034625
794	0.6188358388
795	0.6187855111
796	0.6187571178
797	0.6187066168
798	0.6186617944
799	0.6186190528
800	0.6185710659
801	0.6185374275
802	0.6184898741
803	0.6184532013
804	0.6183625595
805	0.6183407552
806	0.6182580462
807	0.6182235841
808	0.6181599918
809	0.6180947523
810	0.6180174185
811	0.6179712089
812	0.6179192341
813	0.6178386925
814	0.6177775711
815	0.6177198742
816	0.6176744449
817	0.6175834563
818	0.6175471736
819	0.6174920343
820	0.6174361147
821	0.6173863072
822	0.6173531889
823	0.617340141
824	0.6172920675
825	0.6172631974
826	0.6171856035
827	0.617122358
828	0.6171018541
829	0.617067132
830	0.6169928759
831	0.6169639191
832	0.6168751413
833	0.616853207
834	0.6168430634
835	0.6167824188
836	0.6167035678
837	0.6166754346
838	0.6166056435
839	0.6165463861
840	0.6165001332
841	0.6164734738
842	0.6164267875
843	0.6163921953
844	0.6163272159
845	0.6162831304
846	0.6162042794
847	0.61614875
848	0.6161230876
849	0.6160793056
850	0.6160194413
851	0.6159552421
852	0.6159297532
853	0.6159033106
854	0.6158211218
855	0.6157194261
856	0.6156320355
857	0.6155977468
858	0.6155505836
859	0.6155070183
860	0.6154630629
861	0.6153833449
862	0.6153581161
863	0.6152993788
864	0.6152898855
865	0.6152552067
866	0.6151989836
867	0.6151276319
868	0.6150620023
869	0.6150386808
870	0.6149718373
871	0.6149146606
872	0.6148870042
873	0.614863336
874	0.6148076764
875	0.6147594295
876	0.6147214129
877	0.6146748132
878	0.6146454662
879	0.6145846916
880	0.6145169812
881	0.6144595444
882	0.6144211376
883	0.6143828175
884	0.6143231699
885	0.6142842429
886	0.6142418914
887	0.6141934711
888	0.6141509895
889	0.6140604778
890	0.6140114939
891	0.6139827972
892	0.6139728704
893	0.6138854798
894	0.6138640222
895	0.6138209772
896	0.6137950981
897	0.6137547406
898	0.6136964802
899	0.6136370493
900	0.6136274693
901	0.6136055349
902	0.6135969953
903	0.6135722866
904	0.6134936524
905	0.6134699407
906	0.6134610543
907	0.613430667
908	0.6134010599
909	0.6133798625
910	0.6133150998
911	0.6132630815
912	0.6132153548
913	0.6131574845
914	0.6131187743
915	0.613055312
916	0.6130459921
917	0.612986648
918	0.6129361903
919	0.6128842587
920	0.6128312435
921	0.6127869846
922	0.6127515689
923	0.6127111247
924	0.6126467088
925	0.6126145875
926	0.6125766142
927	0.6125558502
928	0.6125415019
929	0.6125200877
930	0.6124703236
931	0.6124131902
932	0.6124044772
933	0.6123892618
934	0.6123808522
935	0.6123712289
936	0.6122976664
937	0.6122195523
938	0.6121186803
939	0.6120410864
940	0.6120168546
941	0.6119673072
942	0.6119239154
943	0.6118963457
944	0.6118542976
945	0.611798248
946	0.6116962922
947	0.611637685
948	0.6115995383
949	0.6115547593
950	0.6114959353
951	0.6114743044
952	0.6114373714
953	0.6114121859
954	0.6113422647
955	0.6113197235
956	0.6112876456
957	0.6112788025
958	0.6111999082
959	0.6111650993
960	0.6110917969
961	0.6110282913
962	0.6109825153
963	0.6109383865
964	0.6108678151
965	0.6108147131
966	0.6107503405
967	0.610698279
968	0.6106720531
969	0.6106113218
970	0.6105456488
971	0.6105128339
972	0.610481493
973	0.6104222789
974	0.6103868198
975	0.6103045442
976	0.6102631464
977	0.6102276006
978	0.6102194511
979	0.6101617108
980	0.6101120768
981	0.6100666908
982	0.6100564606
983	0.6099826814
984	0.6099144942
985	0.6098520723
986	0.6097976699
987	0.60975042
988	0.6096861341
989	0.6096086703
990	0.6095742949
991	0.609538489
992	0.6094952705
993	0.6094769341
994	0.6094023746
995	0.609355905
996	0.6093082649
997	0.6092562033
998	0.6092131583
999	0.6091901402
